class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
B,0.4982197880744934,0.9456106424331665,-0.0001904365635709837,0.332195907831192,0.8907018899917603,-0.07833489030599594,0.22503894567489624,0.7763461470603943,-0.13715799152851105,0.2267255038022995,0.6412680149078369,-0.20023922622203827,0.30901646614074707,0.5704472064971924,-0.24824649095535278,0.2533552050590515,0.5687353610992432,-0.015446264296770096,0.21656975150108337,0.3851602077484131,-0.05999322235584259,0.2093891203403473,0.26379093527793884,-0.0969722643494606,0.20781487226486206,0.15823522210121155,-0.12408486008644104,0.3315861225128174,0.5385603904724121,-0.02023620717227459,0.28531840443611145,0.3317635655403137,-0.05886625498533249,0.26622891426086426,0.2057190239429474,-0.10295692831277847,0.24820145964622498,0.08817929029464722,-0.1324845403432846,0.40441060066223145,0.5397911667823792,-0.034954946488142014,0.3606766164302826,0.3441595435142517,-0.07060914486646652,0.33990147709846497,0.23233270645141602,-0.09677442163228989,0.3215889632701874,0.12477502226829529,-0.10865619778633118,0.4833049774169922,0.5647602677345276,-0.0589757114648819,0.45123741030693054,0.41532573103904724,-0.09511283785104752,0.4304279386997223,0.3284510672092438,-0.11145246773958206,0.41058748960494995,0.24303731322288513,-0.11727959662675858
B,0.48048505187034607,0.959820032119751,-0.00017409109568689018,0.3262089192867279,0.9035283327102661,-0.07215952128171921,0.2199084758758545,0.7892518043518066,-0.13714304566383362,0.22080571949481964,0.6498448848724365,-0.20974871516227722,0.3089233636856079,0.5773889422416687,-0.2714574933052063,0.2554005980491638,0.5749463438987732,-0.00887022539973259,0.2183484137058258,0.39279261231422424,-0.06252285093069077,0.21383348107337952,0.27331897616386414,-0.10103338211774826,0.21356302499771118,0.16990578174591064,-0.12430594861507416,0.3329176604747772,0.5475408434867859,-0.02172982506453991,0.2876189947128296,0.339640349149704,-0.06332964450120926,0.27027803659439087,0.2105841040611267,-0.10720068961381912,0.25165238976478577,0.0931054949760437,-0.13457511365413666,0.40493401885032654,0.5532569289207458,-0.04468279704451561,0.3599231541156769,0.357841432094574,-0.08040309697389603,0.3388359844684601,0.24201935529708862,-0.10410575568675995,0.3184499144554138,0.13386303186416626,-0.11521575599908829,0.48318663239479065,0.5842549204826355,-0.07766600698232651,0.45306921005249023,0.4322158694267273,-0.11266002804040909,0.4360516667366028,0.3430446982383728,-0.1256714165210724,0.41846632957458496,0.2550026774406433,-0.13102607429027557
B,0.4658566415309906,0.974640965461731,-0.00016870637773536146,0.3109966218471527,0.9191770553588867,-0.0614611953496933,0.21533948183059692,0.7942529320716858,-0.10776364803314209,0.22916936874389648,0.6497408747673035,-0.1588757485151291,0.3098203241825104,0.567259669303894,-0.19734616577625275,0.24651817977428436,0.5836664438247681,0.011773412115871906,0.2174432873725891,0.3992837071418762,-0.02599942311644554,0.2146146148443222,0.2797251045703888,-0.05780986323952675,0.21692126989364624,0.17813098430633545,-0.08193659782409668,0.3262147307395935,0.5544989109039307,0.0003912754182238132,0.28575095534324646,0.3474763035774231,-0.02562236413359642,0.27050185203552246,0.21764859557151794,-0.06246580183506012,0.25598281621932983,0.09866112470626831,-0.08784694224596024,0.401391863822937,0.5583750605583191,-0.020904596894979477,0.36110278964042664,0.3640344738960266,-0.04763772711157799,0.3417859971523285,0.24820050597190857,-0.07258068025112152,0.3257524371147156,0.1388281285762787,-0.08529213815927505,0.4837198257446289,0.5884270668029785,-0.05168680101633072,0.45604902505874634,0.43770062923431396,-0.08646509796380997,0.43727296590805054,0.3488588333129883,-0.10149310529232025,0.41890987753868103,0.2608746290206909,-0.10966427624225616
B,0.4401419758796692,0.9936953783035278,-0.00016814055561553687,0.2948889136314392,0.9292165040969849,-0.07893011718988419,0.21284081041812897,0.8012329339981079,-0.12369287759065628,0.2342507243156433,0.6569304466247559,-0.16612553596496582,0.31378239393234253,0.5721021890640259,-0.1930881142616272,0.24727880954742432,0.5938001871109009,-0.0012243610108271241,0.22431093454360962,0.40668612718582153,-0.03135543316602707,0.22232773900032043,0.28561335802078247,-0.06069352477788925,0.22184966504573822,0.18194368481636047,-0.08513791859149933,0.32865995168685913,0.565319299697876,0.006124706473201513,0.2957780063152313,0.35284265875816345,-0.01208418607711792,0.2815855145454407,0.22152182459831238,-0.0490666925907135,0.26701828837394714,0.10474729537963867,-0.07602880895137787,0.40196990966796875,0.5688931941986084,0.0046529886312782764,0.3700292706489563,0.37094253301620483,-0.013209392316639423,0.35022875666618347,0.2526821792125702,-0.035803649574518204,0.3330053687095642,0.1441517174243927,-0.048041295260190964,0.4782855808734894,0.5971227884292603,-0.009141123853623867,0.4553995728492737,0.4420076608657837,-0.034091368317604065,0.4365842342376709,0.35291925072669983,-0.04605015739798546,0.41958874464035034,0.2673119902610779,-0.05432472005486488
B,0.4378702640533447,0.9953159093856812,-0.0001677488471614197,0.3002973198890686,0.9107016324996948,-0.06394985318183899,0.2221437692642212,0.7875604629516602,-0.1099805161356926,0.24031637609004974,0.6560114026069641,-0.16537699103355408,0.31567996740341187,0.5783175826072693,-0.2156456708908081,0.25222980976104736,0.5863469243049622,0.02448645979166031,0.23394951224327087,0.40377214550971985,0.0009389286860823631,0.23219910264015198,0.2858409881591797,-0.024318644776940346,0.23140308260917664,0.18736326694488525,-0.04741567000746727,0.3267665207386017,0.5646761059761047,0.015047105960547924,0.2996000051498413,0.35191768407821655,-0.003979143686592579,0.28629034757614136,0.2218821942806244,-0.04518312215805054,0.26993075013160706,0.1037406325340271,-0.077609121799469,0.39780139923095703,0.5730510950088501,-0.004652511794120073,0.36929598450660706,0.3785850703716278,-0.02788553386926651,0.3532634675502777,0.26346445083618164,-0.0610998272895813,0.3375546336174011,0.15461844205856323,-0.08030437678098679,0.4745630621910095,0.6046443581581116,-0.034120555967092514,0.4581662714481354,0.4550435543060303,-0.06704879552125931,0.4445555806159973,0.36811596155166626,-0.08888936787843704,0.43048450350761414,0.2832222580909729,-0.10547782480716705
B,0.4847944378852844,0.99088454246521,-0.00017966493032872677,0.33545365929603577,0.9320480823516846,-0.10290666669607162,0.23939071595668793,0.8147006630897522,-0.16224534809589386,0.25014424324035645,0.6781452298164368,-0.21566566824913025,0.3143216371536255,0.5939366221427917,-0.25600701570510864,0.24644029140472412,0.6069385409355164,-0.04011368006467819,0.2239595651626587,0.41934072971343994,-0.07311470061540604,0.22208121418952942,0.30066126585006714,-0.10492183268070221,0.2220173329114914,0.20061209797859192,-0.13100159168243408,0.3263375461101532,0.5787736177444458,-0.026505568996071815,0.2905142605304718,0.36008208990097046,-0.04715821146965027,0.27952879667282104,0.2271329164505005,-0.08944546431303024,0.27067267894744873,0.11077934503555298,-0.12241356074810028,0.4035462737083435,0.5807875990867615,-0.022522635757923126,0.36660313606262207,0.3844820261001587,-0.04348030313849449,0.3497897684574127,0.2672540843486786,-0.06820757687091827,0.3368755877017975,0.16217273473739624,-0.08430645614862442,0.48680776357650757,0.6055092215538025,-0.03197722136974335,0.4605545103549957,0.45559239387512207,-0.06041281297802925,0.4423879086971283,0.36670583486557007,-0.07828044146299362,0.42839133739471436,0.2822888195514679,-0.09473493695259094
B,0.4398549199104309,0.9937036037445068,-9.056370618054643e-05,0.30370426177978516,0.9256829619407654,-0.08681294322013855,0.2219482660293579,0.8168722987174988,-0.1512661576271057,0.24257543683052063,0.6789575219154358,-0.2116294652223587,0.3275161385536194,0.5996639728546143,-0.25500690937042236,0.2556816339492798,0.5915945172309875,-0.034880805760622025,0.22757822275161743,0.4075126051902771,-0.07802144438028336,0.224910706281662,0.2899553179740906,-0.11327492445707321,0.2238294631242752,0.18921932578086853,-0.14153967797756195,0.3342399001121521,0.5650565028190613,-0.028251638635993004,0.3011290729045868,0.3565911054611206,-0.0601506307721138,0.28676140308380127,0.22981327772140503,-0.10120098292827606,0.2715218663215637,0.1156548261642456,-0.12726858258247375,0.4056331217288971,0.5716249942779541,-0.029590224847197533,0.3762522339820862,0.3796323835849762,-0.05996720492839813,0.3554456830024719,0.2647169828414917,-0.08444167673587799,0.33636870980262756,0.15843763947486877,-0.0939815565943718,0.4814184904098511,0.6046916246414185,-0.041766997426748276,0.46253132820129395,0.4545224905014038,-0.07281177490949631,0.4461716413497925,0.36834344267845154,-0.08893321454524994,0.43012434244155884,0.2854129672050476,-0.0971263125538826
B,0.4719090461730957,0.9998810291290283,-0.00016531386063434184,0.3278379440307617,0.9341326951980591,-0.10431237518787384,0.2437966763973236,0.8239547610282898,-0.17038238048553467,0.2551991045475006,0.7000784873962402,-0.23386460542678833,0.31446847319602966,0.620492696762085,-0.2863912284374237,0.25773972272872925,0.6093615293502808,-0.023200560361146927,0.23159092664718628,0.4264284372329712,-0.054090771824121475,0.22838279604911804,0.3080393075942993,-0.08797261863946915,0.22710967063903809,0.20856475830078125,-0.11233646422624588,0.33427268266677856,0.5845286846160889,-0.00978015922009945,0.29893434047698975,0.3698059320449829,-0.029060550034046173,0.2880619764328003,0.23794618248939514,-0.07356606423854828,0.27890366315841675,0.12058669328689575,-0.10761436820030212,0.40880852937698364,0.5893313884735107,-0.007610615808516741,0.3746253550052643,0.396439790725708,-0.026392215862870216,0.3585268557071686,0.27950233221054077,-0.05627274885773659,0.3457092046737671,0.17170646786689758,-0.07515136152505875,0.48971807956695557,0.6170188188552856,-0.019160529598593712,0.46883660554885864,0.4674599766731262,-0.04564458131790161,0.45190876722335815,0.3791789412498474,-0.06951043754816055,0.43717363476753235,0.2946684956550598,-0.09077220410108566
B,0.4628933370113373,0.9020259380340576,-7.770516822347417e-05,0.3627535104751587,0.817888617515564,-0.03945596516132355,0.3072332739830017,0.7354596853256226,-0.099192775785923,0.2816377282142639,0.6558858156204224,-0.15697592496871948,0.3230649530887604,0.5939629077911377,-0.20607848465442657,0.39642444252967834,0.6112645864486694,-0.11344943940639496,0.3701547682285309,0.4708499312400818,-0.16679249703884125,0.36086323857307434,0.3786911368370056,-0.19846981763839722,0.3521539270877838,0.3026687800884247,-0.2258962243795395,0.4304463565349579,0.6146730184555054,-0.12570731341838837,0.40045440196990967,0.4641631245613098,-0.1994289755821228,0.37997692823410034,0.3551654517650604,-0.23733069002628326,0.3583958148956299,0.2658419907093048,-0.2672949731349945,0.45079395174980164,0.6443394422531128,-0.13526886701583862,0.4044523537158966,0.5125688314437866,-0.18767890334129333,0.3712427616119385,0.4174043536186218,-0.2140575647354126,0.3489267826080322,0.3436432480812073,-0.2292703092098236,0.45980334281921387,0.6873326897621155,-0.1487290859222412,0.4082208275794983,0.5992637872695923,-0.18500623106956482,0.37846145033836365,0.5470942258834839,-0.20340541005134583,0.36244824528694153,0.5060439705848694,-0.218038409948349
B,0.44275224208831787,1.0132189989089966,-0.00013801637396682054,0.3036539554595947,0.9420027136802673,-0.07811573147773743,0.2252110093832016,0.8243029117584229,-0.13893133401870728,0.24777555465698242,0.6851162314414978,-0.20048785209655762,0.32872429490089417,0.6114606857299805,-0.2477758824825287,0.2613682746887207,0.6162363290786743,-0.022373709827661514,0.2369493693113327,0.42935335636138916,-0.06118294969201088,0.23117339611053467,0.31007450819015503,-0.09049142152070999,0.22577333450317383,0.20788049697875977,-0.11088211834430695,0.3400373160839081,0.591372549533844,-0.025242505595088005,0.30577224493026733,0.37572938203811646,-0.05643155425786972,0.2878594994544983,0.23995766043663025,-0.1018848866224289,0.2702462673187256,0.12162429094314575,-0.13410165905952454,0.41196879744529724,0.5979397892951965,-0.03518611937761307,0.37937629222869873,0.4007512927055359,-0.06191736087203026,0.3562680780887604,0.2796452045440674,-0.0829552561044693,0.3348389267921448,0.16996628046035767,-0.09623701125383377,0.48899438977241516,0.6306782364845276,-0.056054241955280304,0.46633756160736084,0.4756587743759155,-0.08394737541675568,0.44764143228530884,0.3851075768470764,-0.09641201049089432,0.4298969507217407,0.2987556755542755,-0.10802400857210159
B,0.39421600103378296,0.8865871429443359,-6.658648635493591e-05,0.3019368052482605,0.8355560302734375,-0.11888149380683899,0.2640873193740845,0.763131856918335,-0.2067345380783081,0.2786449193954468,0.6731278300285339,-0.26958099007606506,0.3364770710468292,0.6019290089607239,-0.325293630361557,0.3110189139842987,0.6245883107185364,-0.19560065865516663,0.29565370082855225,0.4759622812271118,-0.2574600875377655,0.2817021310329437,0.3740696907043457,-0.29719406366348267,0.26801779866218567,0.2931480407714844,-0.3397628366947174,0.3698018193244934,0.6061089038848877,-0.16470475494861603,0.35334423184394836,0.4398118853569031,-0.23556861281394958,0.3385743796825409,0.3274228274822235,-0.27332210540771484,0.31988024711608887,0.23109188675880432,-0.30750709772109985,0.42028504610061646,0.6062105298042297,-0.13436558842658997,0.41201937198638916,0.4542372524738312,-0.1825103461742401,0.3995796740055084,0.34988173842430115,-0.2014613002538681,0.3790208101272583,0.2626461684703827,-0.21822285652160645,0.46626582741737366,0.6230383515357971,-0.11216647922992706,0.4621333181858063,0.4987833499908447,-0.142698734998703,0.45371294021606445,0.4141225814819336,-0.15619675815105438,0.4353472888469696,0.33991536498069763,-0.16982664167881012
B,0.4493353068828583,1.0176639556884766,-0.00012049273209413514,0.3159663677215576,0.9378053545951843,-0.09985779970884323,0.23873156309127808,0.8183755874633789,-0.1563083976507187,0.2616368234157562,0.686290442943573,-0.2085171490907669,0.33292460441589355,0.6040472388267517,-0.25148317217826843,0.2566238045692444,0.6158744692802429,-0.013951719738543034,0.23429949581623077,0.43567198514938354,-0.04517296329140663,0.23275071382522583,0.31772080063819885,-0.07836716622114182,0.2320292741060257,0.21854013204574585,-0.10302805155515671,0.3358888030052185,0.5904645919799805,-0.0003848005726467818,0.3048539459705353,0.3792823851108551,-0.016402866691350937,0.2928315997123718,0.24920940399169922,-0.06108018383383751,0.28053954243659973,0.132457435131073,-0.09424305707216263,0.41140568256378174,0.5973085165023804,0.0020472141914069653,0.38061660528182983,0.40471887588500977,-0.018193945288658142,0.3638327121734619,0.29014813899993896,-0.0510539636015892,0.34930890798568726,0.18330293893814087,-0.06873326748609543,0.49316859245300293,0.6299392580986023,-0.008764320984482765,0.4726337492465973,0.4847230315208435,-0.038641225546598434,0.4572350084781647,0.39874744415283203,-0.062405724078416824,0.4428335726261139,0.31339821219444275,-0.0809321328997612
B,0.3624953627586365,0.8620573282241821,-6.962753104744479e-05,0.27623963356018066,0.8100602030754089,-0.1198052167892456,0.2546900510787964,0.7447990775108337,-0.21647052466869354,0.2844029664993286,0.6639149785041809,-0.2860676348209381,0.3452870845794678,0.5999952554702759,-0.34998366236686707,0.2916150689125061,0.6047664880752563,-0.21392922103405,0.2801852822303772,0.4543805718421936,-0.2895413637161255,0.2669944167137146,0.3531113564968109,-0.3313645124435425,0.2576037049293518,0.27112680673599243,-0.371247261762619,0.35047096014022827,0.5866409540176392,-0.1874905675649643,0.3351682126522064,0.4158291816711426,-0.2699890732765198,0.3192100524902344,0.30098390579223633,-0.31678643822669983,0.3036896586418152,0.20241516828536987,-0.35605674982070923,0.4060436487197876,0.586854875087738,-0.1605861485004425,0.39970141649246216,0.43497610092163086,-0.21964004635810852,0.38236063718795776,0.3330579102039337,-0.24150203168392181,0.361581414937973,0.24793490767478943,-0.25744321942329407,0.4587952196598053,0.6038430333137512,-0.14235495030879974,0.46018534898757935,0.47580036520957947,-0.1856103539466858,0.45084863901138306,0.39578408002853394,-0.20509573817253113,0.43236202001571655,0.3261796832084656,-0.2213558554649353
